5.e-9	3.086809354700563e8
5.004286607049871e-9	3.112982363772812e8
5.008573214099741e-9	3.1389607794671834e8
5.012859821149612e-9	3.1647422536428183e8
5.017146428199482e-9	3.190324464747443e8
5.021433035249353e-9	3.2157051181866366e8
5.025719642299224e-9	3.2408819466875446e8
5.030006249349094e-9	3.265852710657054e8
5.034292856398965e-9	3.2906151985342455e8
5.0385794634488355e-9	3.3151672271370924e8
5.0428660704987056e-9	3.339506642003358e8
5.0471526775485765e-9	3.3636313177255505e8
5.0514392845984465e-9	3.38753915827988e8
5.055725891648317e-9	3.411228097349179e8
5.060012498698188e-9	3.4346960986396486e8
5.064299105748058e-9	3.4579411561914384e8
5.068585712797929e-9	3.4809612946829045e8
5.072872319847799e-9	3.503754569728582e8
5.07715892689767e-9	3.526319068170663e8
5.081445533947541e-9	3.5486529083640826e8
5.085732140997411e-9	3.5707542404550093e8
5.090018748047282e-9	3.5926212466527843e8
5.094305355097153e-9	3.614252141495142e8
5.098591962147023e-9	3.6356451721067864e8
5.102878569196894e-9	3.656798618451193e8
5.107165176246764e-9	3.677710793575505e8
5.111451783296635e-9	3.698380043848688e8
5.1157383903465056e-9	3.718804749192645e8
5.120024997396376e-9	3.738983323306451e8
5.1243116044462465e-9	3.758914213883543e8
5.1285982114961165e-9	3.7785959028218186e8
5.1328848185459874e-9	3.798026906426731e8
5.137171425595858e-9	3.817205775607117e8
5.141458032645728e-9	3.836131096063978e8
5.145744639695599e-9	3.854801488471978e8
5.15003124674547e-9	3.873215608653719e8
5.15431785379534e-9	3.891372147746749e8
5.158604460845211e-9	3.909269832363241e8
5.162891067895081e-9	3.9269074247423714e8
5.167177674944952e-9	3.944283722895347e8
5.171464281994823e-9	3.961397560743033e8
5.175750889044693e-9	3.978247808246153e8
5.180037496094564e-9	3.9948333715281594e8
5.184324103144434e-9	4.0111531929905635e8
5.188610710194305e-9	4.0272062514208823e8
5.192897317244176e-9	4.0429915620931256e8
5.197183924294046e-9	4.0585081768607396e8
5.2014705313439165e-9	4.073755184242133e8
5.205757138393787e-9	4.0887317094986963e8
5.2100437454436575e-9	4.1034369147053003e8
5.214330352493528e-9	4.117869998813355e8
5.218616959543398e-9	4.132030197706268e8
5.222903566593269e-9	4.145916784247515e8
5.22719017364314e-9	4.159529068321147e8
5.23147678069301e-9	4.172866396864833e8
5.235763387742881e-9	4.1859281538954365e8
5.240049994792751e-9	4.1987137605270433e8
5.244336601842622e-9	4.211222674981649e8
5.248623208892493e-9	4.223454392592298e8
5.252909815942363e-9	4.235408445798834e8
5.257196422992234e-9	4.2470844041362476e8
5.261483030042105e-9	4.258481874215579e8
5.265769637091975e-9	4.269600499697511e8
5.270056244141846e-9	4.280439961258549e8
5.274342851191716e-9	4.29099997654993e8
5.2786294582415866e-9	4.3012803001492083e8
5.2829160652914574e-9	4.311280723504565e8
5.2872026723413275e-9	4.321001074871884e8
5.291489279391198e-9	4.330441219244642e8
5.2957758864410684e-9	4.3396010582766116e8
5.300062493490939e-9	4.348480530197436e8
5.30434910054081e-9	4.3570796097211e8
5.30863570759068e-9	4.3653983079473567e8
5.312922314640551e-9	4.37343667225615e8
5.317208921690422e-9	4.381194786195032e8
5.321495528740292e-9	4.3886727693597233e8
5.325782135790163e-9	4.3958707772677267e8
5.330068742840033e-9	4.402789001225152e8
5.334355349889904e-9	4.4094276681867874e8
5.338641956939775e-9	4.4157870406093806e8
5.342928563989645e-9	4.4218674162983346e8
5.347215171039516e-9	4.4276691282477385e8
5.351501778089386e-9	4.4331925444738334e8
5.355788385139257e-9	4.438438067842053e8
5.3600749921891275e-9	4.4434061358875394e8
5.3643615992389975e-9	4.4480972206293565e8
5.368648206288868e-9	4.452511828378373e8
5.372934813338739e-9	4.456650499538902e8
5.377221420388609e-9	4.460513808404137e8
5.38150802743848e-9	4.4641023629455394e8
5.38579463448835e-9	4.4674168045961624e8
5.390081241538221e-9	4.4704578080279773e8
5.394367848588092e-9	4.473226080923345e8
5.398654455637962e-9	4.4757223637406695e8
5.402941062687833e-9	4.4779474294742864e8
5.407227669737703e-9	4.4799020834086937e8
5.411514276787574e-9	4.481587162867198e8
5.415800883837445e-9	4.483003536955034e8
5.420087490887315e-9	4.484152106297089e8
5.424374097937186e-9	4.4850338027702284e8
5.4286607049870566e-9	4.485649589230412e8
5.432947312036927e-9	4.486000459234596e8
5.4372339190867975e-9	4.486087436757513e8
5.4415205261366676e-9	4.4859115759035367e8
5.4458071331865384e-9	4.485473960613492e8
5.450093740236409e-9	4.4847757043667555e8
5.454380347286279e-9	4.483817949878507e8
5.45866695433615e-9	4.4826018687924063e8
5.46295356138602e-9	4.481128661368659e8
5.467240168435891e-9	4.479399556167601e8
5.471526775485762e-9	4.477415809728973e8
5.475813382535632e-9	4.475178706246803e8
5.480099989585503e-9	4.4726895572401917e8
5.484386596635374e-9	4.4699497012199354e8
5.488673203685244e-9	4.466960503351183e8
5.492959810735115e-9	4.4637233551122016e8
5.497246417784985e-9	4.4602396739492744e8
5.501533024834856e-9	4.456510902927939e8
5.505819631884727e-9	4.4525385103806216e8
5.510106238934597e-9	4.448323989550708e8
5.5143928459844675e-9	4.44386885823326e8
5.518679453034338e-9	4.439174658412363e8
5.5229660600842085e-9	4.4342429558953243e8
5.527252667134079e-9	4.429075339943701e8
5.531539274183949e-9	4.4236734229013413e8
5.53582588123382e-9	4.418038839819549e8
5.540112488283691e-9	4.41217324807936e8
5.544399095333561e-9	4.406078327011204e8
5.548685702383432e-9	4.3997557775119305e8
5.552972309433302e-9	4.3932073216592765e8
5.557258916483173e-9	4.386434702324086e8
5.561545523533044e-9	4.3794396827800477e8
5.565832130582914e-9	4.372224046311405e8
5.570118737632785e-9	4.3647895958184785e8
5.574405344682655e-9	4.357138153421265e8
5.578691951732526e-9	4.349271560061121e8
5.582978558782397e-9	4.3411916751006866e8
5.587265165832267e-9	4.332900375922141e8
5.5915517728821376e-9	4.324399557523868e8
5.5958383799320084e-9	4.315691132115688e8
5.6001249869818785e-9	4.306777028712715e8
5.604411594031749e-9	4.2976591927279204e8
5.60869820108162e-9	4.2883395855636054e8
5.61298480813149e-9	4.2788201842017645e8
5.617271415181361e-9	4.2691029807935333e8
5.621558022231231e-9	4.259189982247769e8
5.625844629281102e-9	4.2490832098188674e8
5.630131236330972e-9	4.238784698693994e8
5.634417843380843e-9	4.228296497579713e8
5.638704450430714e-9	4.217620668288166e8
5.642991057480584e-9	4.2067592853229845e8
5.647277664530455e-9	4.1957144354648566e8
5.651564271580326e-9	4.1844882173570526e8
5.655850878630196e-9	4.1730827410908e8
5.660137485680067e-9	4.161500127790793e8
5.664424092729937e-9	4.1497425092008376e8
5.668710699779808e-9	4.137812027269704e8
5.6729973068296785e-9	4.125710833737374e8
5.6772839138795485e-9	4.113441089721684e8
5.681570520929419e-9	4.101004965305566e8
5.6858571279792895e-9	4.0884046391248345e8
5.69014373502916e-9	4.075642297956775e8
5.694430342079031e-9	4.062720136309513e8
5.698716949128901e-9	4.049640356012293e8
5.703003556178772e-9	4.036405165806763e8
5.707290163228642e-9	4.023016780939364e8
5.711576770278513e-9	4.0094774227548933e8
5.715863377328384e-9	3.995789318291295e8
5.720149984378254e-9	3.981954699875924e8
5.724436591428125e-9	3.9679758047231054e8
5.728723198477995e-9	3.953854874533371e8
5.733009805527866e-9	3.939594155094193e8
5.737296412577737e-9	3.925195895882511e8
5.741583019627607e-9	3.910662349668997e8
5.745869626677478e-9	3.8959957721241957e8
5.7501562337273485e-9	3.88119842142663e8
5.7544428407772186e-9	3.8662725578729093e8
5.7587294478270894e-9	3.851220443489977e8
5.76301605487696e-9	3.8360443416495353e8
5.76730266192683e-9	3.8207465166847086e8
5.771589268976701e-9	3.8053292335090923e8
5.775875876026571e-9	3.7897947572381836e8
5.780162483076442e-9	3.7741453528133184e8
5.784449090126313e-9	3.7583832846281564e8
5.788735697176183e-9	3.74251081615779e8
5.793022304226054e-9	3.7265302095906144e8
5.797308911275924e-9	3.71044372546288e8
5.801595518325795e-9	3.694253622296159e8
5.805882125375666e-9	3.677962156237682e8
5.810168732425536e-9	3.661571580703646e8
5.814455339475407e-9	3.6450841460255784e8
5.818741946525278e-9	3.628502099099763e8
5.823028553575148e-9	3.6118276830398834e8
5.8273151606250185e-9	3.5950631368328047e8
5.831601767674889e-9	3.5782106949977106e8
5.8358883747247595e-9	3.5612725872485465e8
5.84017498177463e-9	3.5442510381598145e8
5.8444615888245e-9	3.5271482668358976e8
5.848748195874371e-9	3.5099664865838015e8
5.853034802924241e-9	3.492707904589518e8
5.857321409974112e-9	3.475374721597948e8
5.861608017023983e-9	3.457969131596463e8
5.865894624073853e-9	3.440493321502241e8
5.870181231123724e-9	3.422949470853278e8
5.874467838173595e-9	3.405339751503206e8
5.878754445223465e-9	3.3876663273199886e8
5.883041052273336e-9	3.3699313538884455e8
5.887327659323207e-9	3.352136978216744e8
5.891614266373077e-9	3.334285338446796e8
5.895900873422948e-9	3.3163785635687196e8
5.900187480472818e-9	3.2984187731392986e8
5.9044740875226886e-9	3.2804080770044905e8
5.9087606945725595e-9	3.2623485750261325e8
5.9130473016224295e-9	3.24424235681266e8
5.9173339086723e-9	3.2260915014541245e8
5.9216205157221704e-9	3.2078980772613084e8
5.925907122772041e-9	3.189664141509147e8
5.930193729821912e-9	3.1713917401843655e8
5.934480336871782e-9	3.153082907737397e8
5.938766943921653e-9	3.134739666838654e8
5.943053550971524e-9	3.1163640281390864e8
5.947340158021394e-9	3.0979579900351083e8
5.951626765071265e-9	3.0795235384379166e8
5.955913372121135e-9	3.061062646547163e8
5.960199979171006e-9	3.042577274629101e8
5.964486586220876e-9	3.024069369799092e8
5.968773193270747e-9	3.0055408658086085e8
5.973059800320618e-9	2.986993682836668e8
5.977346407370488e-9	2.968429727285742e8
5.981633014420359e-9	2.9498508915821534e8
5.9859196214702295e-9	2.9312590539809686e8
5.9902062285200995e-9	2.9126560783753526e8
5.9944928355699704e-9	2.8940438141104996e8
5.9987794426198405e-9	2.875424095802007e8
6.003066049669711e-9	2.856798743158815e8
6.007352656719581e-9	2.8381695608106446e8
